Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column11	Column12
Ivanovo South Airport	Ivanovo	Russia	IWA	UUBI	56.93939972	40.94079971	N	Europe/Moscow
Staroselye Airport	Rybinsk	Russia	RYB	UUBK	58.10419846	38.9294014	N	Europe/Moscow
Semyazino Airport	Vladimir	Russia	\N	UUBL	56.12670135	40.31499863	N	Europe/Moscow
Myachkovo Airport	Moscow	Russia	\N	UUBM	55.56000137	37.98500061	\N	\N
Bryansk Airport	Bryansk	Russia	BZK	UUBP	53.214199	34.176399	N	Europe/Moscow
Zhukovsky International Airport	Ramenskoe	Russia	ZIA	UUBW	55.553299	38.150002	N	Europe/Moscow
Domodedovo International Airport	Moscow	Russia	DME	UUDD	55.40879822	37.90629959	N	Europe/Moscow
Bolshoye Gryzlovo Airfield	Stupino	Russia	\N	UUDG	54.785	37.645	N	Europe/Moscow
Tunoshna Airport	Yaroslavl	Russia	IAR	UUDL	57.56069946	40.15739822	N	Europe/Moscow
Sheremetyevo International Airport	Moscow	Russia	SVO	UUEE	55.972599	37.4146	N	Europe/Moscow
Migalovo Air Base	Tver	Russia	KLD	UUEM	56.8246994	35.75770187	N	Europe/Moscow
Kubinka Air Base	Kubinka	Russia	\N	UUMB	55.611695	36.650002	\N	\N
Ostafyevo International Airport	Moscow	Russia	OSF	UUMO	55.511667	37.507222	N	Europe/Moscow
Tretyakovo Airport	Lukhovitsy	Russia	\N	UUMT	54.90499878	39.02666855	\N	\N
Chkalovskiy Air Base	Shchyolkovo	Russia	CKL	UUMU	55.8783	38.061699	N	Europe/Moscow
Belgorod International Airport	Belgorod	Russia	EGO	UUOB	50.64379883	36.59009933	N	Europe/Moscow
Kursk East Airport	Kursk	Russia	URS	UUOK	51.75059891	36.29560089	N	Europe/Moscow
Lipetsk Airport	Lipetsk	Russia	LPK	UUOL	52.70280075	39.53779984	N	Europe/Moscow
Voronezh International Airport	Voronezh	Russia	VOZ	UUOO	51.81420135	39.229599	N	Europe/Moscow
Oryol Yuzhny Airport	Oakley	United States	OEL	UUOR	52.93470001	36.00220108	A	\N
Stary Oskol Airport	Stary Oskol	Russia	\N	UUOS	51.329216	37.76884842	N	Europe/Moscow
Donskoye Airport	Tambow	Russia	TBW	UUOT	52.80609894	41.48279953	N	Europe/Moscow
Yermolino Airport	Balabanovo	Russia	\N	UUWE	55.22833252	36.60833359	\N	\N
Vnukovo International Airport	Moscow	Russia	VKO	UUWW	55.59149933	37.26150131	N	Europe/Moscow
Ukhta Airport	Ukhta	Russia	UCT	UUYH	63.56689835	53.80469894	N	Europe/Moscow
Inta Airport	Inta	Russia	INA	UUYI	66.05483246	60.11032104	\N	\N
Vuktyl Airport	Vuktyl	Russia	\N	UUYK	63.82329941	57.27999878	U	\N
Pechora Airport	Pechora	Russia	PEX	UUYP	65.12110138	57.13079834	N	Europe/Moscow
Usinsk Airport	Usinsk	Russia	USK	UUYS	66.00469971	57.36719894	N	Europe/Moscow
Izhma Airport	Izhma	Russia	\N	UUYV	65.03170013	53.97000122	\N	\N
Vorkuta Airport	Vorkuta	Russia	VKT	UUYW	67.48860168	63.99309921	N	Europe/Moscow
Ust-Tsylma Airport	Ust-Tsylma	Russia	UTS	UUYX	65.43729401	52.20033646	N	Europe/Moscow
Syktyvkar Airport	Syktyvkar	Russia	SCW	UUYY	61.64699936	50.8451004	N	Europe/Moscow
Nizhny Novgorod Strigino International Airport	Nizhniy Novgorod	Russia	GOJ	UWGG	56.23009872	43.7840004	N	Europe/Moscow
Bugulma Airport	Bugulma	Russia	UUA	UWKB	54.63999939	52.80170059	N	Europe/Moscow
Kazan International Airport	Kazan	Russia	KZN	UWKD	55.60620117	49.27870178	N	Europe/Moscow
Begishevo Airport	Nizhnekamsk	Russia	NBC	UWKE	55.56470108	52.09249878	N	Europe/Moscow
Borisoglebskoye Airport	Kazan	Russia	\N	UWKG	55.86669922	49.13330078	\N	\N
Yoshkar-Ola Airport	Yoshkar-Ola	Russia	JOK	UWKJ	56.70059967	47.90470123	N	Europe/Moscow
Cheboksary Airport	Cheboksary	Russia	CSY	UWKS	56.09030151	47.34730148	N	Europe/Moscow
Zhigansk Airport	Zhigansk	Russia	ZIX	UWKV	66.79650116	123.3610001	\N	\N
Ulyanovsk Baratayevka Airport	Ulyanovsk	Russia	ULV	UWLL	54.2682991	48.22669983	N	Europe/Samara
Ulyanovsk East Airport	Ulyanovsk	Russia	ULY	UWLW	54.40100098	48.80270004	N	Europe/Samara
Adamovka	Adamovka	Russia	\N	UWOD	51.5	59.936111	N	Asia/Yekaterinburg
Kvarkeno	Kvarkeno	Russia	\N	UWOH	52.078333	59.683333	N	Asia/Yekaterinburg
Orenburg Central Airport	Orenburg	Russia	REN	UWOO	51.79579926	55.45669937	N	Asia/Yekaterinburg
Orsk Airport	Orsk	Russia	OSW	UWOR	51.07249832	58.59560013	N	Asia/Yekaterinburg
Penza Airport	Penza	Russia	PEZ	UWPP	53.11059952	45.02109909	N	Europe/Moscow
Saransk Airport	Saransk	Russia	SKX	UWPS	54.1251297	45.21225739	N	Europe/Moscow
Balakovo Airport	Balakovo	Russia	BWO	UWSB	51.85829926	47.74560165	N	Europe/Moscow
Saratov Central Airport	Saratov	Russia	RTW	UWSS	51.56499863	46.04669952	N	Europe/Moscow
Maksimovka Airport	Ufa	Russia	\N	UWUM	54.83000183	56.16830063	\N	\N
Ufa International Airport	Ufa	Russia	UFA	UWUU	54.55749893	55.87440109	N	Asia/Yekaterinburg
Buguruslan Severny Airport	Buguruslan	Russia	\N	UWWB	53.71839905	52.37189865	\N	\N
Bezymyanka Airfield	Samara	Russia	\N	UWWG	53.22000122	50.32500076	\N	\N
Kurumoch International Airport	Samara	Russia	KUF	UWWW	53.50490189	50.16429901	N	Europe/Samara
Diu Airport	Diu	India	DIU	VA1P	20.71310043	70.9210968	N	Asia/Calcutta
Sardar Vallabhbhai Patel International Airport	Ahmedabad	India	AMD	VAAH	23.07719994	72.63469696	N	Asia/Calcutta
Akola Airport	Akola	India	AKD	VAAK	20.698999	77.058601	N	Asia/Calcutta
Aurangabad Airport	Aurangabad	India	IXU	VAAU	19.86269951	75.39810181	N	Asia/Calcutta
Chhatrapati Shivaji International Airport	Mumbai	India	BOM	VABB	19.08869934	72.86789703	N	Asia/Calcutta
Bilaspur Airport	Bilaspur	India	PAB	VABI	21.9884	82.111	N	Asia/Calcutta
Bhuj Airport	Bhuj	India	BHJ	VABJ	23.28779984	69.67019653	N	Asia/Calcutta
Belgaum Airport	Belgaum	India	IXG	VABM	15.85929966	74.61830139	N	Asia/Calcutta
Vadodara Airport	Baroda	India	BDQ	VABO	22.336201	73.226303	N	Asia/Calcutta
Raja Bhoj International Airport	Bhopal	India	BHO	VABP	23.28750038	77.33740234	N	Asia/Calcutta
Bhavnagar Airport	Bhaunagar	India	BHU	VABV	21.75219917	72.18520355	N	Asia/Calcutta
Daman Airport	Daman	India	NMB	VADN	20.43440056	72.84320068	N	Asia/Calcutta
Deesa Airport	Deesa	India	\N	VADS	24.26790047	72.20439911	N	Asia/Calcutta
Guna Airport	Guna	India	GUX	VAGN	24.654699	77.347298	N	Asia/Calcutta
Dabolim Airport	Goa	India	GOI	VAGO	15.38080025	73.83139801	N	Asia/Calcutta
Hubli Airport	Hubli	India	HBX	VAHB	15.36170006	75.0848999	N	Asia/Calcutta
Devi Ahilyabai Holkar Airport	Indore	India	IDR	VAID	22.72179985	75.80110168	N	Asia/Calcutta
Jabalpur Airport	Jabalpur	India	JLR	VAJB	23.17779922	80.05200195	N	Asia/Calcutta
Jamnagar Airport	Jamnagar	India	JGA	VAJM	22.46549988	70.01260376	N	Asia/Calcutta
Kandla Airport	Kandla	India	IXY	VAKE	23.1127	70.100304	N	Asia/Calcutta
Khajuraho Airport	Khajuraho	India	HJR	VAKJ	24.81719971	79.91860199	N	Asia/Calcutta
Kolhapur Airport	Kolhapur	India	KLH	VAKP	16.66469955	74.28939819	N	Asia/Calcutta
Keshod Airport	Keshod	India	IXK	VAKS	21.31710052	70.270401	N	Asia/Calcutta
Nanded Airport	Nanded	India	NDC	VAND	19.18330002	77.3167038	N	Asia/Calcutta
Dr. Babasaheb Ambedkar International Airport	Nagpur	India	NAG	VANP	21.09219933	79.04720306	N	Asia/Calcutta
Nashik Airport	Nasik Road	India	ISK	VAOZ	20.119101	73.912903	N	Asia/Calcutta
Pune Airport	Pune	India	PNQ	VAPO	18.58209991	73.91970062	N	Asia/Calcutta
Porbandar Airport	Porbandar	India	PBD	VAPR	21.64870071	69.65720367	N	Asia/Calcutta
Ratnagiri Airport		India	RTC	VARG	17.013599	73.327797	\N	\N
Rajkot Airport	Rajkot	India	RAJ	VARK	22.30920029	70.77950287	N	Asia/Calcutta
Raipur Airport	Raipur	India	RPR	VARP	21.180401	81.7388	N	Asia/Calcutta
Shirdi Airport	Shirdi	India	SAG	VASD	19.688611	74.378889	N	\N
Solapur Airport	Sholapur	India	SSE	VASL	17.62800026	75.93479919	N	Asia/Calcutta
Surat Airport	Surat	India	STV	VASU	21.1140995	72.7417984	N	Asia/Calcutta
Maharana Pratap Airport	Udaipur	India	UDR	VAUD	24.61770058	73.89610291	N	Asia/Calcutta
Bandaranaike International Colombo Airport	Colombo	Sri Lanka	CMB	VCBI	7.180759907	79.88410187	U	Asia/Colombo
Anuradhapura Air Force Base	Anuradhapura	Sri Lanka	ACJ	VCCA	8.30148983	80.42790222	U	Asia/Colombo
Batticaloa Airport	Batticaloa	Sri Lanka	BTC	VCCB	7.70576	81.678802	U	Asia/Colombo
Colombo Ratmalana Airport	Colombo	Sri Lanka	RML	VCCC	6.821990013	79.88619995	U	Asia/Colombo
Ampara Airport	Galoya	Sri Lanka	ADP	VCCG	7.33776	81.62594	U	Asia/Colombo
Hingurakgoda Air Force Base	Polonnaruwa Town	Sri Lanka	HIM	VCCH	8.04981	80.9814	\N	\N
Kankesanturai Airport	Jaffna	Sri Lanka	JAF	VCCJ	9.792329788	80.07009888	U	Asia/Colombo
Koggala Airport	Koggala	Sri Lanka	KCT	VCCK	5.99368	80.32029724	U	Asia/Colombo
Sigiriya Air Force Base	Sigiriya	Sri Lanka	GIU	VCCS	7.956669807	80.72850037	N	Asia/Colombo
China Bay Airport	Trinciomalee	Sri Lanka	TRR	VCCT	8.538510323	81.18190002	U	Asia/Colombo
Weerawila Airport	Wirawila	Sri Lanka	WRZ	VCCW	6.254489899	81.23519897	U	Asia/Colombo
Mattala Rajapaksa International Airport	Mattala	Sri Lanka	HRI	VCRI	6.284467	81.124128	N	Asia/Colombo
Battambang Airport	Battambang	Cambodia	BBM	VDBG	13.09560013	103.223999	U	Asia/Phnom_Penh
Kampong Chhnang Airport	Kompong Chnang	Cambodia	KZC	VDKH	12.25520039	104.564003	U	Asia/Phnom_Penh
Kratie Airport	Kratie	Cambodia	KTI	VDKT	12.48799992	106.0550003	N	Asia/Phnom_Penh
Phnom Penh International Airport	Phnom-penh	Cambodia	PNH	VDPP	11.54660034	104.8440018	U	Asia/Phnom_Penh
Ratanakiri Airport	Ratanakiri	Cambodia	RBE	VDRK	13.72999954	106.9869995	U	Asia/Phnom_Penh
Siem Reap International Airport	Siem-reap	Cambodia	REP	VDSR	13.41069984	103.8130035	U	Asia/Phnom_Penh
Stung Treng Airport	Stung Treng	Cambodia	TNX	VDST	13.53190041	106.0149994	U	Asia/Phnom_Penh
Sihanoukville International Airport	Sihanoukville	Cambodia	KOS	VDSV	10.57970047	103.637001	N	Asia/Phnom_Penh
Along Airport	Along	India	IXV	VEAN	28.1753006	94.80200195	N	Asia/Calcutta
Agartala Airport	Agartala	India	IXA	VEAT	23.88699913	91.24040222	N	Asia/Calcutta
Bagdogra Airport	Baghdogra	India	IXB	VEBD	26.68120003	88.32859802	N	Asia/Calcutta
Shillong Airport	Shillong	India	SHL	VEBI	25.70359993	91.97869873	N	Asia/Calcutta
Bokaro Airport	Bokaro	India	\N	VEBK	23.64349937	86.14890289	N	Asia/Calcutta
Biju Patnaik Airport	Bhubaneswar	India	BBI	VEBS	20.24440002	85.81780243	N	Asia/Calcutta
Netaji Subhash Chandra Bose International Airport	Kolkata	India	CCU	VECC	22.65469933	88.44670105	N	Asia/Calcutta
Cooch Behar Airport	Cooch-behar	India	COH	VECO	26.33049965	89.46720123	N	Asia/Calcutta
Dhanbad Airport	Dhanbad	India	DBD	VEDB	23.83399963	86.4253006	N	Asia/Calcutta
Kazi Nazrul Islam Airport	Durgapur	India	RDP	VEDG	23.6225	87.243	\N	\N
Gorakhpur Airport	Gorakhpur	India	GOP	VEGK	26.73970032	83.4496994	N	Asia/Calcutta
Lokpriya Gopinath Bordoloi International Airport	Guwahati	India	GAU	VEGT	26.10610008	91.58589935	N	Asia/Calcutta
Gaya Airport	Gaya	India	GAY	VEGY	24.74430084	84.95120239	N	Asia/Calcutta
Hirakud Airport	Hirakud	India	\N	VEHK	21.5802002	84.00569916	N	Asia/Calcutta
Imphal Airport	Imphal	India	IMF	VEIM	24.76000023	93.896698	N	Asia/Calcutta
Jharsuguda Airport	Jharsuguda	India	\N	VEJH	21.91349983	84.05039978	N	Asia/Calcutta
Jeypore Airport	Jeypore	India	PYB	VEJP	18.87999916	82.55200195	N	\N
Sonari Airport	Jamshedpur	India	IXW	VEJS	22.8132	86.1688	N	Asia/Calcutta
Jorhat Airport	Jorhat	India	JRH	VEJT	26.73150063	94.17549896	N	Asia/Calcutta
Kailashahar Airport	Kailashahar	India	IXH	VEKR	24.30820084	92.00720215	N	Asia/Calcutta
Silchar Airport	Silchar	India	IXS	VEKU	24.91290092	92.97869873	N	Asia/Calcutta
Lengpui Airport	Aizwal	India	AJL	VELP	23.84059906	92.61969757	N	Asia/Calcutta
North Lakhimpur Airport	Lilabari	India	IXI	VELR	27.2954998	94.09760284	N	Asia/Calcutta
Dibrugarh Airport	Mohanbari	India	DIB	VEMN	27.48390007	95.01689911	N	Asia/Calcutta
Dimapur Airport	Dimapur	India	DMU	VEMR	25.88389969	93.77110291	N	Asia/Calcutta
Muzaffarpur Airport	Mazuffarpur	India	MZU	VEMZ	26.11910057	85.31369781	N	Asia/Calcutta
Nawapara Airport	Nawapara	India	\N	VENP	20.87000084	82.51959991	N	Asia/Calcutta
Pasighat Airport	Pasighat	India	IXT	VEPG	28.06609917	95.33560181	N	\N
Panagarh Air Force Station	Panagarh	India	\N	VEPH	23.47430038	87.42749786	N	Asia/Calcutta
Lok Nayak Jayaprakash Airport	Patina	India	PAT	VEPT	25.59129906	85.08799744	N	Asia/Calcutta
Purnea Airport	Purnea	India	\N	VEPU	25.75959969	87.41000366	N	Asia/Calcutta
Birsa Munda Airport	Ranchi	India	IXR	VERC	23.31430054	85.32170105	N	Asia/Calcutta
Rourkela Airport	Rourkela	India	RRK	VERK	22.256701	84.814598	N	Asia/Calcutta
Tezu Airport	Tezu	India	TEI	VETJ	27.94120026	96.13439941	N	\N
Tezpur Airport	Tezpur	India	TEZ	VETZ	26.70910072	92.78469849	N	Asia/Calcutta
Utkela Airport	Utkela	India	\N	VEUK	20.09740067	83.18379974	N	Asia/Calcutta
Vishakhapatnam Airport	Vishakhapatnam	India	VTZ	VEVZ	17.72120094	83.22450256	N	Asia/Calcutta
Ziro Airport	Zero	India	ZER	VEZO	27.588301	93.828102	N	Asia/Calcutta
Barisal Airport	Barisal	Bangladesh	BZL	VGBR	22.8010006	90.30120087	U	Asia/Dhaka
Cox's Bazar Airport	Cox's Bazar	Bangladesh	CXB	VGCB	21.45219994	91.96389771	U	Asia/Dhaka
Shah Amanat International Airport	Chittagong	Bangladesh	CGP	VGEG	22.24959946	91.81330109	U	Asia/Dhaka
Ishurdi Airport	Ishurdi	Bangladesh	IRD	VGIS	24.15250015	89.04940033	U	Asia/Dhaka
Jessore Airport	Jessore	Bangladesh	JSR	VGJR	23.18379974	89.16079712	U	Asia/Dhaka
Shah Mokhdum Airport	Rajshahi	Bangladesh	RJH	VGRJ	24.43720055	88.61650085	U	Asia/Dhaka
Saidpur Airport	Saidpur	Bangladesh	SPD	VGSD	25.75919914	88.9088974	U	Asia/Dhaka
Osmany International Airport	Sylhet Osmani	Bangladesh	ZYL	VGSY	24.96319962	91.8667984	U	Asia/Dhaka
Tejgaon Airport	Dhaka	Bangladesh	\N	VGTJ	23.77879906	90.38269806	U	Asia/Dhaka
Hazrat Shahjalal International Airport	Dhaka	Bangladesh	DAC	VGZR	23.843347	90.397783	U	Asia/Dhaka
Hong Kong International Airport	Hong Kong	Hong Kong	HKG	VHHH	22.308901	113.915001	U	Asia/Hong_Kong
Shek Kong Air Base	Sek Kong	Hong Kong	\N	VHSK	22.43659973	114.0800018	U	Asia/Hong_Kong
Shun Tak Heliport	Hong Kong	Hong Kong	HHP	VHST	22.28937149	114.152153	N	Asia/Hong_Kong
Charlotte Amalie Harbor Seaplane Base	Charlotte Amalie	Virgin Islands	SPB	VI22	18.33860016	-64.94069672	A	America/St_Thomas
Nagaur Airport	Nagaur	India	\N	VI73	27.20829964	73.71140289	U	Asia/Calcutta
Agra Airport	Agra	India	AGR	VIAG	27.15579987	77.96089935	N	Asia/Calcutta
Allahabad Airport	Allahabad	India	IXD	VIAL	25.44009972	81.73390198	N	Asia/Calcutta
Ambala Air Force Station		India	\N	VIAM	30.36809921	76.8167038	\N	\N
Sri Guru Ram Dass Jee International Airport	Amritsar	India	ATQ	VIAR	31.70960045	74.79730225	N	Asia/Calcutta
Adampur Airport	Adampur	India	AIP	VIAX	31.4338	75.758797	N	\N
Nal Airport	Bikaner	India	BKB	VIBK	28.07060051	73.2071991	N	Asia/Calcutta
Bakshi Ka Talab Air Force Station	Bakshi Ka Talab	India	\N	VIBL	26.98830032	80.89309692	N	Asia/Calcutta
Lal Bahadur Shastri Airport	Varanasi	India	VNS	VIBN	25.45240021	82.85929871	N	Asia/Calcutta
Kullu Manali Airport	Kulu	India	KUU	VIBR	31.87669945	77.15440369	N	Asia/Calcutta
Bhatinda Air Force Station	Bhatinda	India	BUP	VIBT	30.27009964	74.75579834	N	Asia/Calcutta
Bhiwani Airport	Bhiwani	India	\N	VIBW	28.83699989	76.17910004	N	Asia/Calcutta
Bareilly Air Force Station	Bareilly	India	BEK	VIBY	28.42210007	79.45079803	N	Asia/Calcutta
Chandigarh Airport	Chandigarh	India	IXC	VICG	30.67350006	76.78849792	N	Asia/Calcutta
Kanpur Airport	Kanpur	India	KNU	VICX	26.404301	80.410103	N	Asia/Calcutta
Safdarjung Airport	Delhi	India	\N	VIDD	28.58449936	77.20580292	N	Asia/Calcutta
Dehradun Airport	Dehra Dun	India	DED	VIDN	30.189699	78.180298	N	Asia/Calcutta
Indira Gandhi International Airport	Delhi	India	DEL	VIDP	28.5665	77.103104	N	Asia/Calcutta
Kangra Airport	Kangra	India	DHM	VIGG	32.1651001	76.26339722	N	Asia/Calcutta
Gwalior Airport	Gwalior	India	GWL	VIGR	26.29330063	78.22779846	N	Asia/Calcutta
Hissar Airport	Hissar	India	HSS	VIHR	29.17939949	75.75530243	N	Asia/Calcutta
Jhansi Airport	Jhansi	India	\N	VIJN	25.49119949	78.55840302	N	Asia/Calcutta
Jodhpur Airport	Jodhpur	India	JDH	VIJO	26.25110054	73.04889679	N	Asia/Calcutta
Jaipur International Airport	Jaipur	India	JAI	VIJP	26.8242	75.812202	N	Asia/Calcutta
Jaisalmer Airport	Jaisalmer	India	JSA	VIJR	26.88870049	70.86499786	N	Asia/Calcutta
Jammu Airport	Jammu	India	IXJ	VIJU	32.68909836	74.83740234	N	Asia/Calcutta
Kanpur Civil Airport	Kanpur	India	\N	VIKA	26.441401	80.364899	N	Asia/Calcutta
Kishangarh Airport	Ajmer	India	KQH	VIKG	26.601473	74.814147	\N	\N
Kota Airport	Kota	India	KTU	VIKO	25.16020012	75.84559631	N	Asia/Calcutta
Ludhiana Airport	Ludhiaha	India	LUH	VILD	30.85470009	75.95259857	N	Asia/Calcutta
Leh Kushok Bakula Rimpochee Airport	Leh	India	IXL	VILH	34.13589859	77.54650116	N	Asia/Calcutta
Chaudhary Charan Singh International Airport	Lucknow	India	LKO	VILK	26.76059914	80.88929749	N	Asia/Calcutta
Pathankot Airport	Pathankot	India	IXP	VIPK	32.233611	75.634444	N	Asia/Calcutta
Patiala Airport	Patiala	India	\N	VIPL	30.31480026	76.36450195	N	Asia/Calcutta
Pantnagar Airport	Nainital	India	PGH	VIPT	29.03339958	79.47370148	N	Asia/Calcutta
Fursatganj Airport	Raibarelli	India	\N	VIRB	26.24850082	81.38050079	N	Asia/Calcutta
Sirsa Air Force Station		India	\N	VISA	29.56060028	75.00610352	\N	\N
Shimla Airport	Shimla	India	SLV	VISM	31.0818	77.068001	N	Asia/Calcutta
Sarsawa Air Force Station	Saharanpur	India	\N	VISP	29.9939003	77.4253006	N	Asia/Calcutta
Sheikh ul Alam Airport	Srinagar	India	SXR	VISR	33.98709869	74.77420044	N	Asia/Calcutta
Satna Airport	Satna	India	TNI	VIST	24.5623	80.854897	N	Asia/Calcutta
Udhampur Air Force Station		India	\N	VIUX	32.90219879	75.15619659	\N	\N
Attopeu Airport	Attopeu	Laos	AOU	VLAP	14.81471536	106.8216991	N	\N
Boun Neau Airport	Phongsaly	Laos	PCQ	VLFL	21.6475	101.9	N	\N
Ban Huoeisay Airport	Huay Xai	Laos	HOE	VLHS	20.25729942	100.4369965	N	Asia/Vientiane
Luang Phabang International Airport	Luang Prabang	Laos	LPQ	VLLB	19.89730072	102.1610031	U	Asia/Vientiane
Luang Namtha Airport	Luang Namtha	Laos	LXG	VLLN	20.966999	101.400002	U	Asia/Vientiane
Oudomsay Airport	Muang Xay	Laos	ODY	VLOS	20.6826992	101.9940033	N	Asia/Vientiane
Pakse International Airport	Pakse	Laos	PKZ	VLPS	15.13210011	105.7809982	U	Asia/Vientiane
Phonesavanh Airport	Phong Savanh	Laos	\N	VLPV	19.45490074	103.2180023	U	Asia/Vientiane
Sayaboury Airport	Sainyabuli	Laos	ZBY	VLSB	19.2436	101.7093	N	\N
Savannakhet Airport	Savannakhet	Laos	ZVK	VLSK	16.55660057	104.7600021	U	Asia/Vientiane
Sam Neua Airport	Sam Neua	Laos	NEU	VLSN	20.41839981	104.0670013	U	Asia/Vientiane
Saravane Airport	Saravane	Laos	VNA	VLSV	15.70943921	106.4106989	U	Asia/Vientiane
Wattay International Airport	Vientiane	Laos	VTE	VLVT	17.98830032	102.5630035	U	Asia/Vientiane
Xieng Khouang Airport	Phon Savan	Laos	XKH	VLXK	19.450001	103.157997	U	Asia/Vientiane
Macau International Airport	Macau	Macau	MFM	VMMC	22.149599	113.592003	U	Asia/Macau
Bajhang Airport	Bajhang	Nepal	BJH	VNBG	29.53899956	81.18540192	N	Asia/Katmandu
Bhojpur Airport	Bhojpur	Nepal	BHP	VNBJ	27.1473999	87.05079651	N	Asia/Katmandu
Baglung Airport	Baglung	Nepal	BGL	VNBL	28.21279907	83.66629791	N	\N
Bharatpur Airport	Bharatpur	Nepal	BHR	VNBP	27.678101	84.429398	N	Asia/Katmandu
Bajura Airport	Bajura	Nepal	BJU	VNBR	29.50200081	81.66899872	N	Asia/Katmandu
Gautam Buddha Airport	Bhairawa	Nepal	BWA	VNBW	27.505685	83.416293	N	Asia/Katmandu
Bhadrapur Airport	Chandragarhi	Nepal	BDP	VNCG	26.57080078	88.07959747	N	Asia/Katmandu
Tulsipur Airport	Dang	Nepal	DNP	VNDG	28.11109924	82.29419708	N	Asia/Katmandu
Dhangarhi Airport	Dhangarhi	Nepal	DHI	VNDH	28.75329971	80.58190155	N	Asia/Katmandu
Dolpa Airport	Dolpa	Nepal	DOP	VNDP	28.98570061	82.81909943	N	Asia/Katmandu
Jumla Airport	Jumla	Nepal	JUM	VNJL	29.2742	82.193298	N	Asia/Katmandu
Janakpur Airport	Janakpur	Nepal	JKR	VNJP	26.70879936	85.92240143	N	Asia/Katmandu
Jomsom Airport	Jomsom	Nepal	JMO	VNJS	28.780426	83.723	N	Asia/Katmandu
Kangel Danda Airport	Kangel Danda	Nepal	\N	VNKL	27.41063331	86.646595	N	Asia/Katmandu
Tribhuvan International Airport	Kathmandu	Nepal	KTM	VNKT	27.6966	85.3591	N	Asia/Katmandu
Lamidanda Airport	Lamidanda	Nepal	LDN	VNLD	27.25309944	86.66999817	N	Asia/Katmandu
Lukla Airport	Lukla	Nepal	LUA	VNLK	27.68689919	86.72969818	N	Asia/Katmandu
Manang Airport	Manang	Nepal	NGX	VNMA	28.641399	84.089203	N	Asia/Katmandu
Meghauli Airport	Meghauli	Nepal	MEY	VNMG	27.5774	84.22875	N	Asia/Katmandu
Nepalgunj Airport	Nepalgunj	Nepal	KEP	VNNG	28.10359955	81.66699982	N	Asia/Katmandu
Pokhara Airport	Pokhara	Nepal	PKR	VNPK	28.20089912	83.98210144	N	Asia/Katmandu
Phaplu Airport	Phaplu	Nepal	PPL	VNPL	27.517787	86.584454	N	Asia/Katmandu
Rajbiraj Airport	Rajbiraj	Nepal	RJB	VNRB	26.510066	86.733902	N	\N
Ramechhap Airport	Ramechhap	Nepal	RHP	VNRC	27.3939991	86.06140137	U	Asia/Katmandu
Rukum Chaurjahari Airport	Rukumkot	Nepal	RUK	VNRK	28.627001	82.195	N	Asia/Katmandu
Rumjatar Airport	Rumjatar	Nepal	RUM	VNRT	27.30349922	86.55039978	N	Asia/Katmandu
Syangboche Airport	Syangboche	Nepal	SYH	VNSB	27.8112	86.7124	N	Asia/Katmandu
Simara Airport	Simara	Nepal	SIF	VNSI	27.15950012	84.98010254	N	Asia/Katmandu
Surkhet Airport	Surkhet	Nepal	SKH	VNSK	28.586	81.636002	N	Asia/Katmandu
Simikot Airport	Simikot	Nepal	IMK	VNST	29.97109985	81.81890106	N	Asia/Katmandu
Thamkharka Airport	Thamkharka	Nepal	\N	VNTH	27.04787	86.858022	U	\N
Taplejung Airport	Taplejung	Nepal	TPJ	VNTJ	27.3509	87.69525	N	Asia/Katmandu
Tumling Tar Airport	Tumling Tar	Nepal	TMI	VNTR	27.315001	87.193298	N	Asia/Katmandu
Biratnagar Airport	Biratnagar	Nepal	BIR	VNVT	26.48150063	87.26399994	N	Asia/Katmandu
Agatti Airport	Agatti Island	India	AGX	VOAT	10.82369995	72.1760025	N	Asia/Calcutta
HAL Airport	Bangalore	India	\N	VOBG	12.94999981	77.66819763	N	\N
Bellary Airport	Bellary	India	BEP	VOBI	15.16279984	76.88279724	N	Asia/Calcutta
Kempegowda International Airport	Bangalore	India	BLR	VOBL	13.1979	77.706299	N	Asia/Calcutta
Bidar Air Force Station	Bidar	India	\N	VOBR	17.90810013	77.48709869	N	Asia/Calcutta
Vijayawada Airport	Vijayawada	India	VGA	VOBZ	16.53039932	80.79679871	N	Asia/Calcutta
Coimbatore International Airport	Coimbatore	India	CJB	VOCB	11.02999973	77.04340363	N	Asia/Calcutta
Cochin International Airport	Kochi	India	COK	VOCI	10.152	76.401901	N	Asia/Calcutta
Calicut International Airport	Calicut	India	CCJ	VOCL	11.13679981	75.95529938	N	Asia/Calcutta
Kadapa Airport	Cuddapah	India	CDP	VOCP	14.51	78.772778	N	Asia/Calcutta
Car Nicobar Air Force Station	Carnicobar	India	CBD	VOCX	9.152509689	92.81960297	N	Asia/Calcutta
Dundigul Air Force Academy	Dundigul	India	\N	VODG	17.62719917	78.40339661	N	Asia/Calcutta
Rajiv Gandhi International Airport	Hyderabad	India	HYD	VOHS	17.23131752	78.42985535	N	\N
Begumpet Airport	Hyderabad	India	BPM	VOHY	17.4531002	78.46759796	N	Asia/Calcutta
Jakkur Aerodrome	Bengaluru	India	\N	VOJK	13.07674	77.597645	\N	\N
Vijayanagar Aerodrome (JSW)	Toranagallu	India	VDY	VOJV	15.17496667	76.63494722	N	\N
